,subject_id,Week,Date,Score
0,AA01,1,2018-08-27,33
1,AA01,4,2018-09-10,12
2,AA01,5,2018-09-18,17
3,AA01,5,2018-09-19,20
4,AA01,6,2018-09-20,21
5,AA01,6,2018-09-21,15
6,AA01,6,2018-09-24,14
7,AA01,7,2018-09-25,17
8,AA01,7,2018-09-26,19
9,AA01,7,2018-09-27,24
10,AA01,7,2018-09-28,19
11,AA01,0,2018-08-21,30
12,AA01,0,2018-08-22,37
